0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,4,0,3,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,4,2,3,4,0.0,0.0,3.187466919297895,3.0,0.0,0.0,3.09418805780857,3.0,0.0,0.0,3.1874669253763956,3.0,1.0,1.0,0.0,2.0
0.0,-1.0,-1.0,0.0,4,2,3,4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0
1.0,0.0,0.0,0.0,4,0,3,4,0.0,0.0,6.281654971786782,5.0,0.0,1.0,3.1874669139782372,5.0,0.0,1.0,3.1874669139782505,5.0,0.0,0.0,6.281654983184926,4.0
0.0,0.0,0.0,1.0,2,0,3,4,1.0,1.0,0.0,5.0,0.0,0.0,3.187466913978263,6.0,0.0,0.0,3.09418805780857,6.0,0.0,0.0,3.187466919297895,5.0
-1.0,-1.0,-1.0,0.0,2,1,3,3,0.0,0.0,3.187466919297895,6.0,0.0,0.0,3.09418805780857,7.0,0.0,0.0,3.1874669253763956,7.0,1.0,1.0,0.0,5.0
0.0,0.0,1.0,0.0,2,4,1,3,0.0,1.0,6.281654971786782,7.0,0.0,1.0,6.3749338279565,8.0,0.0,1.0,6.28165497178682,8.0,0.0,0.0,9.46912190248282,6.0
-1.0,0.0,0.0,-1.0,2,4,4,3,0.0,0.0,3.0941880578085317,8.0,0.0,0.0,3.1874669139782372,9.0,1.0,1.0,0.0,8.0,0.0,0.0,3.187466925376356,7.0
-1.0,0.0,0.0,-1.0,1,4,4,1,0.0,1.0,3.187466919297895,9.0,0.0,0.0,6.281654971786833,10.0,0.0,0.0,6.281654983184965,9.0,0.0,1.0,3.187466919297895,8.0
-1.0,-1.0,0.0,-1.0,1,4,4,1,0.0,1.0,3.187466919297895,10.0,0.0,0.0,6.281654971786833,11.0,0.0,0.0,6.281654983184965,10.0,0.0,1.0,3.187466919297895,9.0
0.0,0.0,1.0,0.0,4,0,4,0,0.0,1.0,6.3749338332761445,11.0,0.0,1.0,6.281654971786833,12.0,0.0,0.0,9.469121897163216,11.0,0.0,1.0,6.281654977106465,10.0
0.0,0.0,0.0,0.0,4,0,4,4,0.0,0.0,3.0941880578085317,12.0,0.0,0.0,3.1874669139782372,13.0,1.0,1.0,0.0,11.0,0.0,0.0,3.187466925376356,11.0
0.0,0.0,0.0,0.0,4,0,4,4,0.0,0.0,0.0,13.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0
1.0,0.0,0.0,0.0,4,2,4,4,0.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0
-1.0,-1.0,-1.0,-1.0,1,2,4,4,1.0,1.0,0.0,14.0,0.0,0.0,3.187466913978263,16.0,0.0,0.0,3.09418805780857,14.0,0.0,0.0,3.187466919297895,14.0
1.0,0.0,0.0,0.0,1,2,4,2,0.0,1.0,9.469121891084678,15.0,0.0,1.0,9.469121885765071,17.0,0.0,1.0,9.469121897163216,15.0,0.0,1.0,9.46912190248282,15.0
0.0,-1.0,0.0,-1.0,0,2,4,2,1.0,1.0,0.0,15.0,0.0,0.0,3.187466913978263,18.0,0.0,0.0,3.09418805780857,16.0,0.0,0.0,3.187466919297895,16.0
0.0,0.0,0.0,0.0,4,4,4,4,0.0,0.0,6.3749338332761445,16.0,0.0,1.0,3.09418805780857,19.0,0.0,0.0,6.374933839354647,17.0,0.0,1.0,3.09418805780857,17.0
0.0,0.0,1.0,0.0,4,4,4,4,0.0,0.0,0.0,17.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0
0.0,0.0,0.0,0.0,4,4,2,4,0.0,0.0,3.0941880578085317,18.0,0.0,0.0,3.1874669139782372,21.0,1.0,1.0,0.0,18.0,0.0,0.0,3.187466925376356,19.0
-1.0,-1.0,-1.0,-1.0,4,4,2,4,0.0,0.0,0.0,19.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,20.0
0.0,0.0,0.0,0.0,2,4,2,0,0.0,1.0,9.469121891084678,20.0,0.0,1.0,9.469121885765071,23.0,0.0,1.0,9.469121897163216,20.0,0.0,1.0,9.46912190248282,21.0
-1.0,0.0,-1.0,0.0,2,4,2,2,0.0,0.0,0.0,21.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,22.0
0.0,0.0,0.0,1.0,4,4,0,2,0.0,1.0,3.0941880578085317,22.0,0.0,0.0,6.3749338279565,25.0,0.0,1.0,3.09418805780857,22.0,0.0,0.0,6.374933844674251,23.0
0.0,-1.0,-1.0,-1.0,4,4,1,1,0.0,0.0,3.187466919297895,23.0,0.0,0.0,3.09418805780857,26.0,0.0,0.0,3.1874669253763956,23.0,1.0,1.0,0.0,23.0
0.0,0.0,0.0,0.0,4,3,0,2,0.0,0.0,9.469121891084678,24.0,0.0,1.0,6.281654971786807,27.0,0.0,1.0,6.374933839354647,24.0,0.0,1.0,6.281654983184926,24.0
-1.0,0.0,0.0,-1.0,4,3,0,2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0
0.0,1.0,0.0,0.0,4,3,2,0,0.0,1.0,3.187466919297895,26.0,0.0,0.0,6.281654971786833,29.0,0.0,0.0,6.281654983184965,26.0,0.0,1.0,3.187466919297895,26.0
0.0,0.0,1.0,0.0,4,2,2,4,0.0,0.0,3.1874669139782505,27.0,1.0,1.0,0.0,29.0,0.0,0.0,3.1874669139782505,27.0,0.0,0.0,3.09418805780857,27.0
0.0,1.0,0.0,0.0,4,2,4,4,0.0,0.0,3.0941880578085317,28.0,0.0,0.0,3.1874669139782372,30.0,1.0,1.0,0.0,27.0,0.0,0.0,3.187466925376356,28.0
1.0,0.0,0.0,0.0,4,2,4,4,0.0,0.0,3.1874669139782505,29.0,1.0,1.0,0.0,30.0,0.0,0.0,3.1874669139782505,28.0,0.0,0.0,3.09418805780857,29.0
-1.0,-1.0,0.0,-1.0,1,2,4,4,1.0,1.0,0.0,29.0,0.0,0.0,3.187466913978263,31.0,0.0,0.0,3.09418805780857,29.0,0.0,0.0,3.187466919297895,30.0
0.0,0.0,1.0,0.0,2,2,4,0,0.0,1.0,6.3749338332761445,30.0,0.0,1.0,6.281654971786833,32.0,0.0,0.0,9.469121897163216,30.0,0.0,1.0,6.281654977106465,31.0
-1.0,-1.0,0.0,-1.0,2,2,4,1,0.0,0.0,3.0941880578085317,31.0,0.0,0.0,3.1874669139782372,33.0,1.0,1.0,0.0,30.0,0.0,0.0,3.187466925376356,32.0
0.0,0.0,0.0,0.0,2,4,4,3,0.0,1.0,6.3749338332761445,32.0,0.0,1.0,6.281654971786833,34.0,0.0,0.0,9.469121897163216,31.0,0.0,1.0,6.281654977106465,33.0
1.0,0.0,0.0,0.0,2,4,4,3,0.0,0.0,0.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,34.0
0.0,0.0,-1.0,-1.0,3,4,4,3,1.0,1.0,0.0,33.0,0.0,0.0,3.187466913978263,36.0,0.0,0.0,3.09418805780857,33.0,0.0,0.0,3.187466919297895,35.0
0.0,1.0,0.0,0.0,3,4,3,3,0.0,0.0,6.2816549771064265,34.0,0.0,0.0,6.281654971786807,37.0,0.0,1.0,3.1874669253763956,34.0,0.0,1.0,3.187466925376356,36.0
1.0,0.0,0.0,0.0,3,3,3,3,0.0,0.0,3.1874669139782505,35.0,1.0,1.0,0.0,37.0,0.0,0.0,3.1874669139782505,35.0,0.0,0.0,3.09418805780857,37.0
