0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,2,4,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
1.0,0.0,0.0,0.0,2,4,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.187466919297895,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.09418805780857,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.1874669253763956,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0
0.0,0.0,0.0,0.0,0,4,4,4,0.0,0.0,0.0,2.0,0.0,0.0,3.187466919297895,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.09418805780857,3.0,0.0,0.0,3.187466913978263,4.0,0.0,0.0,0.0,2.0,0.0,0.0,3.1874669253763956,3.0,0.0,0.0,3.09418805780857,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,3.187466919297895,3.0
0.0,-1.0,-1.0,0.0,0,4,4,4,0.0,0.0,3.187466919297895,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.09418805780857,3.0,0.0,0.0,3.187466913978263,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.1874669253763956,3.0,0.0,0.0,3.09418805780857,4.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,3.187466919297895,3.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,3,0,3,4,1.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,6.281654971786782,5.0,0.0,0.0,3.187466913978263,4.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,3.09418805780857,4.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,3.187466919297895,3.0,0.0,0.0,0.0,4.0,0.0,0.0,6.281654983184926,5.0
0.0,0.0,0.0,1.0,3,2,3,4,0.0,0.0,0.0,4.0,0.0,0.0,6.281654971786782,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,6.281654983184926,5.0,0.0,0.0,0.0,6.0
-1.0,-1.0,-1.0,0.0,3,2,3,4,0.0,0.0,6.281654971786782,5.0,0.0,0.0,0.0,6.0,0.0,0.0,3.187466919297895,7.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,3.09418805780857,8.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,3.1874669253763956,8.0,0.0,0.0,6.281654983184926,5.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,6.0
1.0,0.0,0.0,0.0,1,0,4,4,0.0,0.0,0.0,6.0,0.0,0.0,3.187466919297895,7.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,3.09418805780857,8.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,3.1874669253763956,8.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,6.0,0.0,0.0,9.46912190248282,7.0
0.0,1.0,0.0,0.0,0,1,4,4,0.0,0.0,3.187466919297895,7.0,0.0,1.0,0.0,8.0,1.0,1.0,0.0,8.0,0.0,0.0,3.09418805780857,8.0,0.0,1.0,0.0,9.0,0.0,0.0,3.187466913978263,10.0,0.0,0.0,3.1874669253763956,8.0,0.0,1.0,0.0,9.0,0.0,0.0,3.09418805780857,10.0,1.0,1.0,0.0,6.0,0.0,0.0,9.46912190248282,7.0,0.0,0.0,3.187466919297895,8.0
0.0,0.0,0.0,1.0,0,3,4,4,0.0,1.0,0.0,8.0,1.0,1.0,0.0,8.0,0.0,0.0,3.1874669139782505,9.0,0.0,1.0,0.0,9.0,0.0,0.0,3.187466913978263,10.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,9.0,0.0,0.0,3.09418805780857,10.0,0.0,0.0,3.1874669139782505,11.0,0.0,0.0,9.46912190248282,7.0,0.0,0.0,3.187466919297895,8.0,0.0,0.0,3.09418805780857,9.0
0.0,0.0,1.0,0.0,0,3,4,0,1.0,1.0,0.0,8.0,0.0,0.0,3.1874669139782505,9.0,0.0,0.0,3.187466919297895,10.0,0.0,0.0,3.187466913978263,10.0,1.0,1.0,0.0,10.0,0.0,0.0,3.09418805780857,11.0,0.0,0.0,3.09418805780857,10.0,0.0,0.0,3.1874669139782505,11.0,0.0,0.0,3.1874669253763956,12.0,0.0,0.0,3.187466919297895,8.0,0.0,0.0,3.09418805780857,9.0,1.0,1.0,0.0,9.0
